Image number,Dengue fever risk,Probability,Date/Time,Latitude,Longitude
0064,Low risk,0.9609375,2023-04-24 01:18:08.878468,45.664156946784146,131.78240398181845
0065,Low risk,0.9453125,2023-04-24 01:18:19.200107,45.35091702274301,132.577535714766
0066,Low risk,0.96875,2023-04-24 01:18:28.949960,45.0494275884475,133.3201151615771
0067,Low risk,0.97265625,2023-04-24 01:18:38.975176,44.73387327590817,134.075067683924
0068,Low risk,0.90234375,2023-04-24 01:18:49.172200,44.40725487034935,134.8340680835561
0069,High risk,0.6484375,2023-04-24 01:18:59.058656,44.085264609650594,135.56141621951178
0070,No risk,0.7734375,2023-04-24 01:19:08.551222,43.77126425294934,136.25196165910296
0071,High risk,0.5234375,2023-04-24 01:19:17.819089,43.460230284037536,136.91879032672608
0072,No risk,0.80859375,2023-04-24 01:19:27.269842,43.138608904121,137.59133357871409
0073,Low risk,0.99609375,2023-04-24 01:19:37.355698,42.79052948126264,138.30083863517652
0074,Low risk,0.9375,2023-04-24 01:19:48.435495,42.40248524858242,139.07061469127814
0075,Low risk,0.95703125,2023-04-24 01:19:57.690279,42.07394074997499,139.70588606981798
0076,Low risk,0.66015625,2023-04-24 01:20:07.036623,41.73816527141412,140.34038064507877
0077,Low risk,0.9375,2023-04-24 01:20:17.634656,41.35266095303204,141.05141322534678
